Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CORE_ZN:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),CORE_ZN:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),ATTIC:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PSZ-AC:1:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:2:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:3:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:4:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:5:Air System Total Cooling Energy [J](TimeStep) 
 08/01  11:00:00,32.8,29.999773809453524,29.999870715806276,29.99995401316457,29.999865108431338,29.99993480682403,54.85259627252829,30.0,30.0,30.0,30.0,30.0,0.0,2190484.1968410585,1286433.7589056579,1343245.3702818242,1324193.858073602,894393.8666654939 
 08/01  11:15:00,32.925,29.999816116342985,29.999876840572996,29.999895972342423,29.99987276842343,29.999940735305569,55.8943917250199,30.0,30.0,30.0,30.0,30.0,0.0,2207981.928421862,1334386.0646042419,1299362.4373307117,1368251.0730717809,923924.1091796046 
 08/01  11:30:00,33.05,29.999748406538026,29.99980613803918,29.999871441059164,29.999804040272247,29.99989540451213,56.43197993339486,30.0,30.0,30.0,30.0,30.0,0.0,2230743.648566527,1384275.0446448625,1258668.0790327222,1411815.4023814635,954256.2178160702 
 08/01  11:45:00,33.175,29.999792512123486,29.99981846732443,29.9998355017974,29.999819153588378,29.999908700323969,57.18221333862086,30.0,30.0,30.0,30.0,30.0,0.0,2246072.070774047,1425975.51802705,1237937.67120384,1448103.0131898625,979305.8497984826 
 08/01  12:00:00,33.3,29.99984258847661,29.99983831669309,29.999800293148476,29.999842038594755,29.99992397108092,57.77191713845079,30.0,30.0,30.0,30.0,30.0,0.0,2257042.1397057438,1461950.1615384548,1223149.1194562545,1480237.8086186825,1000498.4711030184 
 08/01  12:15:00,33.574999999999999,29.99973198539609,29.999691097641877,29.999747934135067,29.99970350517904,29.999828771702398,58.23000512111286,30.0,30.0,30.0,30.0,30.0,0.0,2285779.6845323836,1526938.7367965165,1216228.42751119,1540038.899703094,1039501.9915262768 
 08/01  12:30:00,33.849999999999997,29.999794873928964,29.99973356418358,29.999796119671474,29.999746065673379,29.999844003671446,58.84809275977319,30.0,30.0,30.0,30.0,30.0,0.0,2311891.152584519,1587739.345256034,1209845.8130943659,1596482.3350623055,1075803.9921874167 
 08/01  12:45:00,34.125,29.99983825688782,29.999752458406129,29.99975717091878,29.999764105123427,29.999863014131067,59.624756933432497,30.0,30.0,30.0,30.0,30.0,0.0,2331170.902206204,1641273.8610878667,1206569.8998014946,1645592.4601789902,1107155.1459096438 
 08/01  13:00:00,34.4,29.999738812233816,29.99958291436461,29.99967606559644,29.99960557012323,29.99975096823899,59.971742348981027,30.0,30.0,30.0,30.0,30.0,0.0,2353862.205835079,1698915.5557398047,1205289.3131851345,1697283.7442549328,1141287.6920538457 
 08/01  13:15:00,34.55,29.999849572286338,29.99967424998597,29.999668407599317,29.999697092660939,29.999830033298666,60.46201769251249,30.0,30.0,30.0,30.0,30.0,0.0,2380740.1992591104,1741058.5707989217,1203897.6549805175,1734326.0433459664,1163377.6119203808 
 08/01  13:30:00,34.7,29.999863365557997,29.999558708850836,29.99956536015391,29.99960044345535,29.99977901287677,60.72768747441257,30.0,30.0,30.0,30.0,30.0,0.0,2405154.3948602208,1779823.7884960068,1205090.517397892,1768344.955423238,1183261.6293665632 
 08/01  13:45:00,34.85,29.999986992508544,29.99964305403069,29.99957762285049,29.999688231906917,29.99983484899998,60.845163585629418,30.0,30.0,30.0,30.0,30.0,0.0,2429829.1629330727,1816607.660134295,1206885.002749614,1800797.1465738503,1206948.7469745409 
 08/01  14:00:00,35.0,30.000116304549516,29.999750447941488,29.99959389886504,29.999795289791657,29.999863519076386,60.90755924410105,30.0,30.0,30.0,30.0,30.0,0.0,2454667.6767658365,1851585.4521997893,1210530.9885876659,1832227.7164890944,1256460.7313065592 
 08/01  14:15:00,35.0,30.000191009289997,29.999812022795408,29.999583135446298,29.999856195405344,29.999815825762349,60.89149453094649,30.0,30.0,30.0,30.0,30.0,0.0,2469197.815288771,1879530.0216330505,1213750.325010171,1856941.3745209096,1327112.2418878878 
 08/01  14:30:00,35.0,30.000247366728535,29.999857972307077,29.99957180540119,29.999901006872116,29.999720220052699,60.74285870181179,30.0,30.0,30.0,30.0,30.0,0.0,2484443.630926414,1906994.4453590094,1217849.5631414536,1881722.809195653,1415844.2293759785 
 08/01  14:45:00,35.0,30.00019277962859,29.99993086440711,29.999695003607728,29.999959866466065,29.999732216912834,60.4063054211429,30.0,30.0,30.0,30.0,30.0,0.0,2499843.65447738,1934418.0372959898,1223256.0023529409,1905280.8834827166,1505517.2004770204 
 08/01  15:00:00,35.0,30.00015581021034,29.999952563467905,29.9997702765392,29.999975905078175,29.999739176230916,59.708611959343148,30.0,30.0,30.0,30.0,30.0,0.0,2515106.993871401,1965951.4557996905,1228685.593342293,1932413.8650459648,1590387.0969628469 
 08/01  15:15:00,35.15,30.000136934971019,29.99996872002949,29.999820851760398,29.999986263743577,29.99974841023887,58.718420394509127,30.0,30.0,30.0,30.0,30.0,0.0,2535146.3400602687,1997701.6679063617,1235079.3508532565,1963863.9561036109,1673655.7599263325 
 08/01  15:30:00,35.3,30.00012484396087,29.999979412330434,29.99985446940551,29.99999376971474,29.999764339699636,57.60138787799835,30.0,30.0,30.0,30.0,30.0,0.0,2552651.649161199,2028004.4571918955,1240822.332729925,1992702.9776147013,1745096.6289734385 
 08/01  15:45:00,35.45,30.00013618298945,29.99999532737195,29.99984491461103,30.00000731502192,29.99975403258098,56.21454407231188,30.0,30.0,30.0,30.0,30.0,0.0,2567725.7668036727,2045438.3339965775,1242515.841886402,2010298.6811240139,1835166.50425223 
 08/01  16:00:00,35.6,30.00017919186802,30.00000712062037,29.999828548967238,30.00002092820334,29.999638884955386,55.364022343197138,30.0,30.0,30.0,30.0,30.0,0.0,2580706.995363537,2058641.757226983,1239633.4453706193,2023877.7228877599,1920509.670850418 
 08/01  16:15:00,35.300000000000007,30.000147400816194,29.9999841749775,29.999765349470154,29.999995879740888,29.999590992805964,54.17124923203758,30.0,30.0,30.0,30.0,30.0,0.0,2556600.5502501658,2039595.2289148505,1227910.5605178285,2005473.632295215,1984968.9529482173 
 08/01  16:30:00,35.0,30.000120895017859,29.9999651528243,29.999702206793658,29.999974817046643,29.999544408970118,53.13157686827756,30.0,30.0,30.0,30.0,30.0,0.0,2529423.848889176,2014128.2357559214,1213237.8777957787,1980830.9205359044,2044924.4990122293 
 08/01  16:45:00,34.699999999999999,30.000099800050788,29.999945994915949,29.99964707603759,29.99995459529586,29.99947144847245,52.029716919805498,30.0,30.0,30.0,30.0,30.0,0.0,2499191.4193822036,1985728.3664922869,1196569.4174189806,1952964.632645479,2110132.8767977214 
 08/01  17:00:00,34.4,30.000082068108566,29.999931906854284,29.999595175202978,29.99994058116531,29.999409395290834,50.835595595009888,30.0,30.0,30.0,30.0,30.0,0.0,2466118.9659132214,1948621.8496771223,1172887.9517133323,1914654.0349654253,2165849.231824966 
 08/01  17:15:00,34.0,30.00007616514602,29.99997245680064,29.999662391295844,29.999977631637898,29.99944691126999,49.764599329338647,30.0,30.0,30.0,30.0,30.0,0.0,2438418.429631688,1884278.6104908898,1130550.5053250753,1853954.1631928338,2213097.810357575 
 08/01  17:30:00,33.599999999999997,30.000087300358929,29.99999671986713,29.99965124608347,29.999998065217619,29.99946729447691,48.186206009911987,30.0,30.0,30.0,30.0,30.0,0.0,2407980.9918823458,1817861.2321613734,1087355.883766229,1794977.1602159702,2249891.498641472 
 08/01  17:45:00,33.199999999999999,30.000078668657019,30.00001707794582,29.999701071957909,30.000014345420973,29.9995552717038,46.92074348107679,30.0,30.0,30.0,30.0,30.0,0.0,2377370.8586245735,1750541.6676444542,1043360.8774075167,1738131.247887205,2237559.3713801738 
 08/01  18:00:00,32.8,30.000081711569228,30.000031779191656,29.99970063840604,30.000022936742597,29.9996269049231,45.05396508947909,30.0,30.0,30.0,30.0,30.0,0.0,2345403.525713052,1676010.2491803137,996739.8362903402,1683724.3330154808,2205001.765689956 
 08/01  18:15:00,32.599999999999997,30.000117619158944,30.000077879005649,29.999770085076777,30.00006425487002,29.999750692341473,43.62442180641404,29.999999999999998,29.999999999999998,29.999999999999998,29.999999999999998,29.999999999999998,0.0,2355438.81811546,1640836.9634991075,970158.8647719082,1673691.0441074549,2188750.275533477 
 08/01  18:30:00,32.4,30.000182002612637,30.000137744164709,29.999769857450816,30.00011609448267,29.99981193679428,42.052951977916837,30.000000000000005,30.000000000000005,30.000000000000005,30.000000000000005,30.000000000000005,0.0,2363867.566674577,1602583.857275039,943032.4609345764,1665143.932741103,2157543.937486719 
 08/01  18:45:00,32.2,30.000194212258607,30.000155531008209,29.9998234377638,30.0001338239393,29.99994242607888,40.4534569067214,30.000000000000044,30.000000000000044,30.000000000000044,30.000000000000044,30.000000000000044,0.0,2369557.450126723,1559918.4994792452,914215.3329270062,1649944.6833532539,2071368.9618314463 
 08/01  19:00:00,32.0,30.00021175279642,30.00016729917691,29.999839440204306,30.000146893771914,30.00002791841,38.35840210966933,30.000000000000044,30.000000000000044,30.000000000000044,30.000000000000044,30.000000000000044,0.0,2374794.0217205679,1519225.0831388015,884947.2283745568,1628799.5294362226,1958629.479614606 
 08/01  19:15:00,31.75,30.00013752384384,30.000105950725407,29.99979373003445,30.00008897105925,30.000024804240977,36.65495675160096,29.999999999999998,29.999999999999998,29.999999999999998,29.999999999999998,29.999999999999998,0.0,2300950.161652696,1430465.285645807,833039.8528323829,1531359.8234569324,1767593.146106523 
 08/01  19:30:00,31.5,30.00010103909463,30.000084508458607,29.999735596917959,30.000072836593089,30.000066643039838,35.48674500456354,30.000000000000005,30.000000000000005,30.000000000000005,30.000000000000005,30.000000000000005,0.0,2215777.8949002388,1332144.9305063433,778598.3879252701,1405154.3564564703,1557142.4102515458 
 08/01  19:45:00,31.25,30.00005533905317,30.000055278222065,29.999663947448388,30.00004362520735,30.000055654820863,34.432448413975709,30.0,30.0,30.0,30.0,30.0,0.0,2128352.4290483046,1241771.5967991306,727918.6555295168,1307414.293109449,1430742.7950630836 
 08/01  20:00:00,31.0,30.00000214192131,30.00001600812369,29.99964553393454,30.00000547093397,30.000014774930766,32.72297253784626,30.0,30.0,30.0,30.0,30.0,0.0,2042759.2069841428,1154338.909032343,680048.3455553182,1216918.5481129944,1324536.2224910565 
 08/01  20:15:00,30.6,30.000047995676185,30.0000522292298,29.999677344612889,30.000045954851463,30.00006906203442,31.651765554070896,30.0,30.0,30.0,30.0,30.0,0.0,1997252.2015331437,1077046.5393114605,644119.898205148,1138757.820804591,1237191.9182314575 
 08/01  20:30:00,30.2,30.000121261211029,30.000122176689108,29.999546220260784,30.000117614522819,30.000186569405864,31.092855799535689,30.0,30.0,30.0,30.0,30.0,0.0,1954310.9161164896,1005665.0267769898,611885.7767215076,1063976.3762873447,1154089.4050452244 
 08/01  20:45:00,29.799999999999998,30.00015205007702,30.00014147244395,29.99958923870261,30.000141128491515,30.00021376448818,30.079630828294339,30.0,30.0,30.0,30.0,30.0,0.0,1912822.2726026127,938466.6167474636,581845.8346020946,993936.0742906005,1080280.6928734915 
 08/01  21:00:00,29.4,30.00017358951267,30.00015241346558,29.99963452283091,30.000155801112965,30.00023272481182,29.37099870859843,30.0,30.0,30.0,30.0,30.0,0.0,1872306.0156279994,873809.2603113256,553627.9654413061,925674.7537260649,1013778.6287999747 
 08/01  21:15:00,28.849999999999999,30.000160477016644,30.00014174277787,29.999660384772356,30.000146668421903,30.000228189022324,28.718601318496455,30.0,30.0,30.0,30.0,30.0,0.0,1809857.5368601552,786108.7095021268,520163.4646568018,836341.5303252001,939427.3513295396 
 08/01  21:30:00,28.299999999999998,30.00014261722145,30.00012474306542,29.999680262621003,30.00013061584938,30.000211946872896,28.078467152979714,30.0,30.0,30.0,30.0,30.0,0.0,1745799.135138524,693889.0538894059,486169.23141788729,742396.4124387888,866332.5370589378 
 08/01  21:45:00,27.75,30.000121550517926,30.00010369368204,29.99969388457769,30.00010996711009,30.000189242939393,27.45482545888649,30.0,30.0,30.0,30.0,30.0,0.0,1679681.1837760066,596899.8711221723,451981.4159170062,643915.1352497878,794231.3887629212 
 08/01  22:00:00,27.2,30.000117653829006,30.00008877884775,29.999704376121465,30.0000965826967,30.000163714050705,26.839182224462804,30.0,30.0,30.0,30.0,30.0,0.0,1611222.9890000907,495190.5228229025,417723.3903630292,540476.2845182325,722564.6710026329 
 08/01  22:15:00,26.924999999999998,30.00014723553985,30.00012072841022,29.999598437059576,30.00013174056853,30.000220325708584,26.490626732157958,30.0,30.0,30.0,30.0,30.0,0.0,1557449.39744939,431754.3951718614,393311.42807586598,475140.07541018907,668116.5381247472 
 08/01  22:30:00,26.65,30.00010844747469,30.000095173815379,29.999604304877339,30.00010438242945,30.000163440988055,25.7401113857104,30.0,30.0,30.0,30.0,30.0,0.0,1504692.8956859676,371234.9442421371,370136.2775093169,412485.1593136234,617874.2969823107 
 08/01  22:45:00,26.375000000000005,30.000063072940028,30.00006549974639,29.999708424617788,30.000072345879688,30.00011505040554,25.384418942969849,30.0,30.0,30.0,30.0,30.0,0.0,1452441.1015221272,312842.2087617512,348048.9148109699,351887.96793214048,570619.7939784997 
 08/01  23:00:00,26.1,30.000065580714194,30.000080697592954,29.999609896880146,30.000089498842809,30.000131679384205,24.946876855658073,30.0,30.0,30.0,30.0,30.0,0.0,1398468.6465003067,254648.75351209159,327892.983771814,291638.83163509369,523144.31654854919 
