Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CORE_ZN:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),CORE_ZN:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),ATTIC:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PSZ-AC:1:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:2:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:3:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:4:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:5:Air System Total Cooling Energy [J](TimeStep) 
 08/01  23:15:00,26.1,30.00005374673251,30.000057320553475,29.999736795181457,30.000064276374144,30.000100784557867,24.443237223110715,30.0,30.0,30.0,30.0,30.0,0.0,1381941.007498363,215199.99459307694,303319.6167471097,251025.490558819,485977.8160041304 
 08/01  23:30:00,26.1,30.000080657088828,30.000074896953625,29.99967202291328,30.00008458010288,30.000133757212315,24.079961420028974,30.0,30.0,30.0,30.0,30.0,0.0,1365948.513779499,177890.5781496081,280076.3557583271,211650.10956123004,450445.070515589 
 08/01  23:45:00,26.1,30.000075032650267,30.00005978883713,29.99969684985507,30.00006811158269,30.000102689168558,23.517120489347908,30.0,30.0,30.0,30.0,30.0,0.0,1351647.9898585738,142327.14540299146,257774.88780342887,173548.4180876719,418424.7819238261 
 08/01  24:00:00,26.1,30.000070199008808,30.00004825237017,29.99971853843522,30.00005546328036,30.00008235556126,23.262912250847714,30.0,30.0,30.0,30.0,30.0,0.0,1338827.8892005296,108850.2275924325,236626.7153698182,138604.94997406088,389779.8336412629 
 08/02  00:15:00,25.825000000000004,29.999648074651938,29.999991917740908,29.999255381959555,29.999995481228177,30.00006846960041,23.068612929598137,30.0,30.0,30.0,30.0,30.0,0.0,1728031.5611845048,422921.07789082036,382936.04823193166,451119.7211499492,537429.848819909 
 08/02  00:30:00,25.55,29.99962906259616,29.999983635856844,29.99923122885984,29.999987167217119,30.00005746675676,22.85918612055135,30.0,30.0,30.0,30.0,30.0,0.0,1678427.3922280044,384568.9332687966,371720.61627272187,411453.02017731897,506681.29227085158 
 08/02  00:45:00,25.275,29.999665776822054,29.999985258415174,29.999220172157068,29.99998635626253,30.000050118299556,22.6467410619471,30.0,30.0,30.0,30.0,30.0,0.0,1628777.568630065,346161.60458540459,362486.1066861459,375512.2936806714,478031.03451201648 
 08/02  01:00:00,25.0,29.999710624178925,29.999991177825807,29.99921496933976,29.999992500852878,30.00004614230453,22.42220102840349,30.0,30.0,30.0,30.0,30.0,0.0,1578230.8244552674,307246.13861409787,354368.91573672389,335757.2323027687,451036.56977545536 
 08/02  01:15:00,25.0,29.999771207005219,30.000004066686583,29.99925273279226,30.000006393614944,30.000054191648183,22.199716245023628,30.0,30.0,30.0,30.0,30.0,0.0,1561289.048701548,288610.4051404409,343005.4731424089,316179.42317572617,433543.69517873568 
 08/02  01:30:00,25.0,29.999824229376249,30.000015686611407,29.999285192842146,30.000018944947948,30.000062506759268,22.005389187324906,30.0,30.0,30.0,30.0,30.0,0.0,1545912.8473526308,270376.3947707398,332802.2362603949,296893.33525505996,417156.53841546268 
 08/02  01:45:00,25.0,29.999868198521548,30.00002493595578,29.99933782254937,30.000028889484697,30.00006883239408,21.85692593297099,30.0,30.0,30.0,30.0,30.0,0.0,1531929.441385108,253028.66129108956,321905.8146044588,278487.07550039319,402103.79794455788 
 08/02  02:00:00,25.0,29.99990443057995,30.00003206015558,29.999379515377578,30.000036511503688,30.000073179392169,21.75383657573655,30.0,30.0,30.0,30.0,30.0,0.0,1519206.4313803595,236705.4814578326,311706.91277154858,261040.52544001307,388303.2493114368 
 08/02  02:15:00,25.0,29.999931664789896,30.000040819156607,29.999423863087207,30.00004565561837,30.00007823002977,21.708038891119587,30.0,30.0,30.0,30.0,30.0,0.0,1508070.1754408074,211531.51614618005,297372.0015139788,234827.0145069613,369924.1697110646 
 08/02  02:30:00,25.0,29.999953953013916,30.00004757310805,29.999458644719586,30.000052639930915,30.00008159574226,21.74014106256661,30.0,30.0,30.0,30.0,30.0,0.0,1497644.9919234904,187824.0312477258,283972.11247653295,209812.0694134607,352878.6077526415 
 08/02  02:45:00,25.0,29.999972006413793,30.000052333749865,29.9995055103638,30.000057247550559,30.000082634604948,21.846828560712337,30.0,30.0,30.0,30.0,30.0,0.0,1488275.153616583,165184.8324844922,270293.4570747329,186170.9664205476,337196.02275951768 
 08/02  03:00:00,25.0,29.99998641568974,30.00005520768951,29.99953431577967,30.00005964979002,30.000081442078636,22.000607439078217,30.0,30.0,30.0,30.0,30.0,0.0,1479957.186654559,144608.5111173614,257644.65274207606,164532.66784265825,321248.28058298866 
 08/02  03:15:00,24.725,29.999952444448924,30.000043723154705,29.999516875070375,30.000047241006589,30.00006349845646,22.136358819868386,30.0,30.0,30.0,30.0,30.0,0.0,1434876.6573014698,107541.08204802222,250955.6223691636,125243.7649048204,298091.4015317726 
 08/02  03:30:00,24.45,29.99991583203477,30.000029207030115,29.999497553921147,30.00003325093569,30.000044506778797,22.211985702729856,30.0,30.0,30.0,30.0,30.0,0.0,1389893.001978286,75703.56906358796,245263.77647312315,89145.1219856735,276096.67189789898 
 08/02  03:45:00,24.174999999999998,29.999883106236074,30.00001506654578,29.99948039275324,30.00001984239358,30.000027394562097,22.21432857013731,30.0,30.0,30.0,30.0,30.0,0.0,1344999.595009848,41702.74015595982,240427.5212421781,55366.11853464058,255205.69049263246 
 08/02  04:00:00,23.9,29.999855674867044,30.003516567385455,29.99946655326689,30.000006585456544,30.000012102246843,22.147775690385577,30.0,30.0,30.0,30.0,30.0,0.0,1299573.3971346908,0.0,236193.44674126584,24850.420370191638,235734.9671725251 
 08/02  04:15:00,23.9,29.999860517710699,30.000439299380149,29.999482948519096,30.000004789307864,30.000011503701225,22.04123523398112,30.0,30.0,30.0,30.0,30.0,0.0,1304946.080897567,14103.372121077024,232316.25210924875,23261.234372926163,229906.9211895015 
 08/02  04:30:00,23.9,29.99988168543143,29.99659341900079,29.999509343821534,30.000008522125574,30.000016012501644,21.90122286394824,30.0,30.0,30.0,30.0,30.0,0.0,1299925.9329375218,0.0,224990.37278381358,13559.56792775622,219564.63851456875 
 08/02  04:45:00,23.9,29.999904192617487,29.989639013586968,29.999534819725424,30.00079030010335,30.00002106157135,21.72631652535604,30.0,30.0,30.0,30.0,30.0,0.0,1293588.345604853,0.0,217267.54464720013,0.0,208575.41977234907 
 08/02  05:00:00,23.9,29.9999246620555,29.97890056940426,29.999556829250687,29.996466682176967,30.000025541372776,21.51991318737115,30.0,30.0,30.0,30.0,30.0,0.0,1286956.930088673,0.0,209527.26406862855,0.0,197353.12549028925 
 08/02  05:15:00,23.9,29.99976386752012,29.915645489153439,30.000572955774535,29.999530507469215,29.99999803114607,21.32365147054914,30.0,30.0,30.0,30.0,30.0,0.0,1433325.4875388249,0.0,119209.94039033119,90427.81577892276,248916.38406230996 
 08/02  05:30:00,23.9,29.999769192013667,29.84744468944984,30.000648713056888,29.999917785785816,30.000001770843157,21.208190838144046,30.0,30.0,30.0,30.0,30.0,0.0,1423166.5629478063,0.0,108527.16621993449,77632.05424604846,231219.73331154369 
 08/02  05:45:00,23.9,29.999787363366445,29.802194358231959,30.000579908344343,29.99997829408038,30.000008422601114,21.19382794258548,30.0,30.0,30.0,30.0,30.0,0.0,1415031.1374434583,0.0,97440.09076489967,49705.55089335772,214448.1793513042 
 08/02  06:00:00,23.9,29.999802077086188,29.781979240417369,30.00059875529337,29.9999540827195,30.000009893605239,21.339558444394425,30.0,30.0,30.0,30.0,30.0,0.0,1408907.9002198384,0.0,180994.97116450186,105849.5641412433,206505.9083047223 
 08/02  06:15:00,24.025,30.000135248318427,29.33657797215622,30.00036294184841,29.999914268213688,29.999984010472518,21.68442973022557,30.0,30.0,30.0,30.0,30.0,0.0,1082587.1713265605,0.0,328933.6931889269,257769.7657567566,278749.84734507129 
 08/02  06:30:00,24.15,30.000092877686538,29.219269795631047,30.000241149079103,29.999935621437318,29.999988014004218,22.23596878891508,30.0,30.0,30.0,30.0,30.0,0.0,1129177.8208418778,0.0,423735.6226845571,297037.86756404457,298256.0719995446 
 08/02  06:45:00,24.275,30.000064862667597,29.15373415001827,30.000156475134948,29.999947504392187,29.99999127396952,23.001213092744377,30.0,30.0,30.0,30.0,30.0,0.0,1157034.0461730874,0.0,539992.356244135,342610.07073911369,317477.93216087666 
 08/02  07:00:00,24.4,30.000026058408296,29.117237829860078,30.000070005122823,29.999944719999247,29.99998764970156,24.326769194370916,30.0,30.0,30.0,30.0,30.0,0.0,1198755.5580307726,0.0,671255.013593571,390391.75006624209,337965.1094859608 
 08/02  07:15:00,24.974999999999999,29.999461089587716,29.816960040584488,29.999474749771829,29.99925325851707,29.99964035366017,25.39367542516723,30.0,30.0,30.0,30.0,30.0,0.0,2315897.7249453675,639411.6817782233,1332892.1490069265,1543574.9306408035,947499.4812761522 
 08/02  07:30:00,25.549999999999998,29.999466491471514,29.982493263602785,29.999335284374447,29.999311610148494,29.99965354997418,26.915429564874388,30.0,30.0,30.0,30.0,30.0,0.0,2416337.9738445256,1128233.8177626888,1517680.5870057692,1639340.0595328115,999716.5543704303 
 08/02  07:45:00,26.125,29.999475180227287,29.999411300047936,29.999283164725897,29.99936801391042,29.99966918646328,28.697161969671904,30.000000000000044,30.000000000000044,30.000000000000044,30.000000000000044,30.000000000000044,0.0,2503769.389071434,1443728.7636827995,1646101.0749334547,1709662.968772631,1049624.4469945017 
 08/02  08:00:00,26.7,29.999484632955359,29.999473286488958,29.99926518893586,29.999415835188793,29.999683184616264,30.706549793387646,30.0,30.0,30.0,30.0,30.0,0.0,2582276.271205723,1584457.691893788,1748235.5100637475,1771483.4838114456,1094806.7154174294 
 08/02  08:15:00,27.25,29.999503487830169,29.99949562869616,29.99926184112388,29.999459567875936,29.999700317731848,32.829318872152018,29.999999999999994,29.999999999999994,29.999999999999994,29.999999999999994,29.999999999999994,0.0,2661705.164337294,1680678.9601102549,1851665.9938330774,1839473.1755405095,1140234.259675832 
 08/02  08:30:00,27.799999999999998,29.99945950625851,29.99948370348252,29.99922556567758,29.999461409392194,29.999693060669448,35.58864809994701,30.00000000000002,30.00000000000002,30.00000000000002,30.00000000000002,30.00000000000002,0.0,2740954.679530601,1772046.958118208,1938886.4920676193,1904448.3576923824,1182335.0051114667 
 08/02  08:45:00,28.349999999999999,29.999418405264927,29.999467289256438,29.99920105768241,29.999458288851995,29.999684146536749,37.84713953732891,29.99999999999997,29.99999999999997,29.99999999999997,29.99999999999997,29.99999999999997,0.0,2817376.0395764776,1860279.6400361176,2010646.5854848254,1967702.5343349123,1222716.6768605379 
 08/02  09:00:00,28.9,29.999316826313796,29.999348612905594,29.999038435217675,29.999355159223339,29.999617259179666,39.61829552043084,30.0,30.0,30.0,30.0,30.0,0.0,2885262.9536203697,1957512.4827720726,2087284.449328897,2042924.2959856189,1271438.149197312 
 08/02  09:15:00,29.324999999999997,29.99931657052983,29.99937067758244,29.999270168278643,29.99938830568014,29.999636641238664,42.000375868717309,30.0,30.0,30.0,30.0,30.0,0.0,2981820.087053058,2052399.9309407375,1968248.3166092416,2124671.9743552797,1321614.6208176914 
 08/02  09:30:00,29.75,29.999230538398856,29.99926594797417,29.999261207973285,29.999305420795179,29.999587983304548,43.48960110326764,29.999999999999994,29.999999999999994,29.999999999999994,29.999999999999994,29.999999999999994,0.0,3078472.706700916,2167416.189973659,2016502.763530876,2219202.3804625079,1379060.7372815326 
 08/02  09:45:00,30.175000000000006,29.999118888146744,29.999137254183365,29.99928644497993,29.999200219360483,29.99953094604115,45.102542874494449,30.000000000000008,30.000000000000008,30.000000000000008,30.000000000000008,30.000000000000008,0.0,3175132.901340821,2280930.608596931,2045755.9128613373,2319012.6848492596,1436265.6598654187 
 08/02  10:00:00,30.6,29.999234288952889,29.999233574211197,29.99949701405477,29.99930713651244,29.999593874929297,46.661128296450467,30.000000000000044,30.000000000000044,30.000000000000044,30.000000000000044,30.000000000000044,0.0,3271030.608247395,2394121.4323068398,2057559.1160405286,2414243.271492055,1493794.175327259 
 08/02  10:15:00,31.000000000000005,29.99909332775987,29.99907325876209,29.999315080079705,29.99917748140285,29.999512617216955,48.23324916789148,30.0,30.0,30.0,30.0,30.0,0.0,3338271.214519233,2487704.067916762,2222091.327219406,2489700.6676878009,1542745.9296076745 
 08/02  10:30:00,31.400000000000003,29.999181674902176,29.99915502655364,29.9994041509861,29.99926160718708,29.9995556954737,49.96996639783132,29.999999999999994,29.999999999999994,29.999999999999994,29.999999999999994,29.999999999999994,0.0,3401921.945849158,2577555.2880134505,2218322.6474029344,2561412.7581812839,1589557.1388705786 
 08/02  10:45:00,31.800000000000006,29.99913865970378,29.999142281765779,29.999399842318934,29.999266225374649,29.999552991911125,52.200442170565988,30.000000000000037,30.000000000000037,30.000000000000037,30.000000000000037,30.000000000000037,0.0,3470136.493205389,2659337.8435383357,2201319.437731647,2625182.747920717,1632250.6057692234 
 08/02  11:00:00,32.2,29.99910132625731,29.999124922416607,29.999403548999266,29.999265664616219,29.999547500574484,54.18470431268685,30.000000000000044,30.000000000000044,30.000000000000044,30.000000000000044,30.000000000000044,0.0,3534872.7959088685,2738132.890317645,2181055.4104604667,2687647.906927293,1673311.6040255563 
 08/02  11:15:00,32.35,29.999234547078886,29.99881262395705,29.999607955115196,29.9994011805514,29.999623772734837,56.12875218201195,29.999999999999998,29.999999999999998,29.999999999999998,29.999999999999998,29.999999999999998,0.0,3300634.788715409,3053076.4906460626,1903950.5065418927,2524974.9991852107,1585892.8528732218 
 08/02  11:30:00,32.5,29.999081355563324,29.9985195442797,29.999612838538213,29.99927158240519,29.999533349760843,57.55596940247527,30.000000000000005,30.000000000000005,30.000000000000005,30.000000000000005,30.000000000000005,0.0,3307735.3185809317,3122179.637120326,1841022.9086085384,2548278.9437641457,1603758.5601284218 
 08/02  11:45:00,32.65,29.999048845636403,29.998421043796698,29.99973789390874,29.999287066315675,29.9995447710117,59.24440866874965,30.0,30.0,30.0,30.0,30.0,0.0,3316047.0154612895,3183258.0279723706,1793869.6799331699,2563055.421493892,1615003.0859097727 
 08/02  12:00:00,32.8,29.998831852817046,29.998050032201875,29.999706731284787,29.999114682353324,29.999423820497794,60.294497512828829,30.0,30.0,30.0,30.0,30.0,0.0,3325816.9119525339,3235929.83227193,1769395.7820383488,2583862.893966665,1630466.2335291724 
 08/02  12:15:00,33.074999999999999,29.99829795935808,29.998147567835365,29.999499737099435,29.998706891098469,29.9991706336088,61.26494049617743,30.0,30.0,30.0,30.0,30.0,0.0,3626124.6818986607,2963292.140421571,2009777.1985416562,2818427.360336929,1768127.3999758438 
 08/02  12:30:00,33.349999999999997,29.997823626457973,29.997647532640568,29.99932872042656,29.99835554598826,29.998951769318059,61.935257718170728,30.0,30.0,30.0,30.0,30.0,0.0,3691929.3589574138,3042971.45969735,2032795.0610535467,2883202.39571838,1808320.357466341 
 08/02  12:45:00,33.625,29.997047795330496,29.996819503164873,29.999083922919128,29.997779305852324,29.998601744811844,62.35105121634991,30.0,30.0,30.0,30.0,30.0,0.0,3749745.4041963147,3115701.452330194,2050845.2177751759,2944232.5015661299,1845852.1007290935 
 08/02  13:00:00,33.9,29.997009234804098,29.99693046192553,29.99884497533651,29.997820790227676,29.998636706641944,62.75407468365369,30.0,30.0,30.0,30.0,30.0,0.0,3802330.2949732437,3176492.0585902205,2073936.5274999189,2998257.473128004,1878799.1049406029 
 08/02  13:15:00,34.175,29.995484703537416,29.995423299959368,29.998651584604404,29.996748617431739,29.998005601285436,62.72923352549872,30.0,30.0,30.0,30.0,30.0,0.0,3847922.6397214776,3227039.827123841,1910646.5602053556,3043528.332212785,1906628.929808459 
 08/02  13:30:00,34.45,29.995322381442134,29.995377814347294,29.99881056290619,29.99667491272046,29.99793361908878,62.4824971497656,30.0,30.0,30.0,30.0,30.0,0.0,3885453.635734523,3263836.468347828,1902904.501489103,3082690.9116986559,1931605.2214773095 
 08/02  13:45:00,34.725,29.99535946645607,29.995429034192747,29.999119058247375,29.996704415759444,29.997940696492248,62.20516985251438,30.0,30.0,30.0,30.0,30.0,0.0,3912498.011235511,3309663.9501154597,1887864.9025825137,3118424.6858114709,1954373.4178780092 
 08/02  14:00:00,35.0,29.995457132616854,29.99547295073429,29.999450515299679,29.996732282977445,29.997871602999309,61.91437372296617,30.0,30.0,30.0,30.0,30.0,0.0,3931248.4263962006,3350719.921470947,1872761.6772811623,3151905.7829817316,2001719.3371852979 
 08/02  14:15:00,35.0,29.997040156436424,29.999932027940607,29.999527375928645,29.997796653826009,29.998414581365098,61.60887984089655,30.0,30.0,30.0,30.0,30.0,0.0,3937116.2441969865,3359978.887037605,2050076.9026288549,3169954.6191677504,2063279.8487410872 
 08/02  14:30:00,35.0,29.997112542856145,30.011318138066224,29.999023905284927,29.997829299062464,29.998322959241983,61.0405631453987,30.0,30.0,30.0,30.0,30.0,0.0,3948454.779160342,3359978.8870376057,2072128.5002204199,3187952.5531057894,2146445.5272249479 
 08/02  14:45:00,35.0,29.9971505607246,30.020875879295546,29.998767914989537,29.99783789604117,29.99817498002373,60.49016923762929,30.0,30.0,30.0,30.0,30.0,0.0,3956649.360831395,3359978.887037604,2094710.080362425,3202680.049897913,2239907.991984562 
 08/02  15:00:00,35.0,29.99715971188852,30.02922869568757,29.99860668639527,29.99783132367967,29.99799255277614,59.90870098382558,30.0,30.0,30.0,30.0,30.0,0.0,3963635.770384049,3359978.8870376057,2110884.483565606,3214610.503119058,2341080.9269953065 
 08/02  15:15:00,35.15,29.997881301232299,30.03948887865309,29.99896327956452,29.998360417419929,29.998225484377998,59.384764279536479,30.0,30.0,30.0,30.0,30.0,0.0,3970425.515517886,3357237.437152046,2118300.657790089,3224633.4862025829,2448796.1241042928 
 08/02  15:30:00,35.3,29.99789645572678,30.054249185530645,29.998870911282105,29.998383280039844,29.99814706085914,58.596285107720387,30.0,30.0,30.0,30.0,30.0,0.0,3977598.3046648188,3354460.433144509,2123525.7086996149,3233295.33306106,2556312.1250945518 
 08/02  15:45:00,35.45,29.997883324615079,30.06725922965829,29.99878072542111,29.998399810420499,29.99807429273907,57.825587987202379,30.0,30.0,30.0,30.0,30.0,0.0,3988563.0671883386,3351647.875014999,2128523.3470290775,3239565.9215377608,2654595.1324238835 
 08/02  16:00:00,35.6,29.99859632494868,30.076798296966709,29.998751477531714,29.99841855284473,29.997997901677409,56.92930699102356,30.0,30.0,30.0,30.0,30.0,0.0,3995920.946065385,3348799.7627635158,2128118.5344855498,3239650.653041713,2741625.371691315 
 08/02  16:15:00,35.45,29.99930616398371,30.1749100792758,29.999642509445395,29.99955442763338,29.99895441599561,56.07201219239769,30.0,30.0,30.0,30.0,30.0,0.0,3051147.5346859127,3351647.875015,1732687.4771416244,2548501.249750826,2435030.5802411434 
 08/02  16:30:00,35.3,29.999389805175338,30.22881042710524,29.999726606327095,29.999651448429395,29.999099222612647,54.773136258699889,30.0,30.0,30.0,30.0,30.0,0.0,3034682.36989425,3354460.4331445095,1714224.6789196316,2529267.9117037898,2489342.8686731106 
 08/02  16:45:00,35.15,29.999533427571629,30.22819621030056,29.99980626829999,29.999747576807544,29.999221681042635,53.678346374956728,30.0,30.0,30.0,30.0,30.0,0.0,3021682.2998763669,3357237.437152044,1699273.6769518885,2514790.9675753286,2540345.8124214888 
 08/02  17:00:00,35.0,29.99959173843573,30.232369452036733,29.99983842896495,29.999793423770549,29.999304411606926,52.06279688980668,30.0,30.0,30.0,30.0,30.0,0.0,3007524.616068529,3359978.8870376048,1682320.3463937506,2494337.3523712817,2580880.4549606556 
 08/02  17:15:00,34.85,29.999886971101014,30.01279739116333,30.000020286177486,30.000014202736986,29.999585300796175,50.78651793414114,30.0,30.0,30.0,30.0,30.0,0.0,2448037.4574456445,2487702.208277506,1436845.608074529,2078151.85804795,2394500.0043421599 
 08/02  17:30:00,34.7,29.999890597005533,29.999654810251675,30.000017523747599,30.000010812564466,29.999638529247684,48.97155708747141,30.0,30.0,30.0,30.0,30.0,0.0,2398158.5974462118,2346575.45514795,1399123.8020171612,2033553.9770383938,2391938.023042857 
 08/02  17:45:00,34.55,29.999891565477655,29.999659403750436,30.000015730269298,30.000007207914725,29.999699698158119,47.32862676787188,30.0,30.0,30.0,30.0,30.0,0.0,2354308.2267537957,2252577.119914767,1360874.8385075129,1991405.5725543579,2363775.9093345317 
 08/02  18:00:00,34.4,29.999890497528577,29.999710218226896,30.00001606125987,30.000002711330546,29.99974851788542,45.65696400433545,30.0,30.0,30.0,30.0,30.0,0.0,2312881.4517728125,2170309.044400977,1322107.2214490814,1954097.5179607487,2322622.2439681787 
 08/02  18:15:00,34.0,29.999921564342196,29.999838280231935,29.999545959294424,30.000011156855864,29.999785892714536,43.945972118194998,30.0,30.0,30.0,30.0,30.0,0.0,2281186.0892447007,2009084.8592435043,1149421.0976953344,1962474.7328980109,2307451.511924174 
 08/02  18:30:00,33.599999999999997,29.999949365956398,29.999903563074839,29.99957945892437,30.000023829492446,29.999818753059328,42.2477381810404,30.0,30.0,30.0,30.0,30.0,0.0,2249409.8149632967,1935020.5444675086,1107422.827143115,1933360.8393525989,2259768.406299968 
 08/02  18:45:00,33.199999999999999,29.99997623662089,29.99995302336655,29.9996070858153,30.000032953921019,29.999875855637133,40.57000576024156,30.0,30.0,30.0,30.0,30.0,0.0,2210307.08840559,1860894.2775110603,1065542.7298564879,1898704.436892503,2165705.921002113 
 08/02  19:00:00,32.8,29.999997728781893,29.999989782390516,29.99962650254277,30.000042622131106,29.999940484065094,38.91635553873711,30.0,30.0,30.0,30.0,30.0,0.0,2166498.6122374969,1785982.9421249883,1024108.2483099359,1852769.223544373,2043684.743196831 
 08/02  19:15:00,32.375,29.999999888940914,30.000008239652133,29.99963597495988,30.000046987995114,30.00000120327086,37.22632704181287,30.0,30.0,30.0,30.0,30.0,0.0,2079870.0976919502,1670528.8736069478,959083.5802239076,1741101.8937948729,1860242.3376673316 
 08/02  19:30:00,31.95,29.99999610046755,30.000019851087534,29.99964576391968,30.000054719192894,30.000055347784828,35.552052350648398,30.0,30.0,30.0,30.0,30.0,0.0,2002129.1465291193,1564115.1273326509,900516.229171964,1617720.2399066496,1668057.0470564152 
 08/02  19:45:00,31.525000000000003,29.999989755524806,30.000026754346878,29.999656396373824,30.000052585934755,30.00006236153304,33.96121421159016,30.0,30.0,30.0,30.0,30.0,0.0,1925251.631206932,1464768.621226031,846679.6991891847,1522203.3981012139,1552406.0795827828 
 08/02  20:00:00,31.1,29.999983223839228,30.000030631259237,29.999667925403757,30.000049040749468,30.00006506429523,32.41210477496827,30.0,30.0,30.0,30.0,30.0,0.0,1848141.438726679,1369037.4808703527,795392.8102049257,1432227.4802883522,1450104.9284858292 
 08/02  20:15:00,30.675000000000006,30.00000331212471,30.000063172138586,29.999630132351045,30.000084557218018,30.000126002329368,31.356134453882594,30.0,30.0,30.0,30.0,30.0,0.0,1783664.684307434,1290217.2485441417,756419.8503685517,1354013.5463574175,1359073.8411950579 
 08/02  20:30:00,30.25,30.000014875720568,30.000073267440894,29.999652007451116,30.000090497303828,30.00012647513216,29.826396180989588,30.0,30.0,30.0,30.0,30.0,0.0,1723137.9607858454,1212479.2113635466,718398.0873951307,1276301.3911074964,1277464.6382050277 
 08/02  20:45:00,29.824999999999997,30.0000375141576,30.000108492425974,29.999599345756516,30.000129409989389,30.000188722149326,29.139734043795984,30.0,30.0,30.0,30.0,30.0,0.0,1658857.0899329885,1132595.256843279,681549.476427515,1195153.2502571659,1196855.2746154709 
 08/02  21:00:00,29.4,30.00006415698284,30.00015021200923,29.99951721840449,30.00017581397502,30.000255719602298,28.3601522719599,30.0,30.0,30.0,30.0,30.0,0.0,1594706.2995122895,1051845.9712628816,645649.4077226549,1112575.259650067,1119086.1569253912 
 08/02  21:15:00,28.724999999999999,30.000076129005295,30.000132746181405,29.9996397184341,30.000152424524264,30.000222284722498,27.61429734252944,30.0,30.0,30.0,30.0,30.0,0.0,1466008.2604453732,916604.95632826,590973.0745372531,978276.8245994635,1020983.1859664142 
 08/02  21:30:00,28.049999999999998,30.000106018805366,30.000166236090239,29.999566301857479,30.000190363547398,30.000281893469177,26.948183592803443,30.0,30.0,30.0,30.0,30.0,0.0,1372051.2174205976,811007.1319588898,554444.0009798938,870821.1642663546,939113.3313855963 
 08/02  21:45:00,27.375,30.00010234579844,30.0001339392445,29.999589987566738,30.000155100245395,30.000228761998814,25.976503970252084,30.0,30.0,30.0,30.0,30.0,0.0,1278278.811730335,711437.1769695815,521194.52051749368,769218.3303591764,866572.4659205305 
 08/02  22:00:00,26.7,30.00011046065612,30.000129879761795,29.99961217757643,30.000148748483669,30.000189561013369,25.324402725182524,30.0,30.0,30.0,30.0,30.0,0.0,1182771.3139035868,613301.40769721,490354.2629401747,669174.1480413507,798317.2743129976 
 08/02  22:15:00,26.7,30.000166764699047,30.000180450654299,29.99952425364438,30.000207776319205,30.000282766615283,25.039387247169523,30.0,30.0,30.0,30.0,30.0,0.0,1080708.0646863799,507672.41961153756,430122.5647016437,561034.2863237775,719973.6883857014 
 08/02  22:30:00,26.7,30.000127576735645,30.000138093287896,29.99955251074571,30.000160259103965,30.000216010387168,24.458040426524684,30.0,30.0,30.0,30.0,30.0,0.0,1053444.6629825584,460625.54719779928,397992.09524683779,510104.40916363897,674027.9166179929 
 08/02  22:45:00,26.7,30.000084806401689,30.00009613285707,29.999578744140587,30.000112569927727,30.00015037249921,24.204689478298783,30.0,30.0,30.0,30.0,30.0,0.0,1029675.524957621,416739.9199965742,367980.53091781356,462244.56803845238,633819.0601516289 
 08/02  23:00:00,26.7,30.000116858501828,30.000148673445655,29.999378078209124,30.000174277215586,30.000251328774188,24.08413207785309,30.0,30.0,30.0,30.0,30.0,0.0,1005973.7723866479,374352.8038906396,341078.0213167233,417434.87090491826,595198.8288076313 
 08/02  23:15:00,26.549999999999998,29.999065907870148,30.00003146696891,29.99910311184117,30.000049962132587,30.000144099036523,23.980324196630904,30.0,30.0,30.0,30.0,30.0,0.0,1967350.3206516135,662210.7208324387,477768.3834834009,702149.5045878632,726166.0226453594 
 08/02  23:30:00,26.4,29.998841465320774,30.00003037880801,29.999111926751035,30.000046866161786,30.000121568721423,23.837372801872009,30.0,30.0,30.0,30.0,30.0,0.0,2065461.8901192325,613011.5656507989,455421.0745423788,651393.3261725666,688199.2884977649 
 08/02  23:45:00,26.250000000000005,29.99900052721657,30.000048230825496,29.99912978021282,30.00006344157347,30.00011718129875,23.639054272021668,30.0,30.0,30.0,30.0,30.0,0.0,2014999.0262281458,563572.238889476,433998.5460167745,600947.3403055444,650286.2705282401 
 08/02  24:00:00,26.1,29.99919574775605,30.0000666050897,29.999147657145824,30.000080525997079,30.000114435083814,23.39447105455514,30.0,30.0,30.0,30.0,30.0,0.0,1964865.4695124839,514097.108940946,413057.8876220101,551092.0576532265,613792.2373866428 
